participant_id,firstRandomizedTrial,timestamp,saw_visuals,visual_experiences,visual_description,time_to_emerge_visual,frequency_visual,intensity_visual,duration_visual,location_visual,heard_sounds,auditory_experiences,auditory_description,frequency_auditory,intensity_auditory,duration_auditory,time_to_emerge_auditory,emotional_experience,consciousness_changes,consciousness_description
013,verbal,2025-04-21T21:49:27.308Z,true,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","initially sort of a gridlike pattern, but with certain parts being more emphasized than others, and moving around across the screen  then at some point sort of an array of pulsating dots, also moving around the screen  then something like starbursts  occasionally the gridlike pattern would return, and during some periods there was jsut a sort of non-descript dynamic patterns moving around quickly  at one point more toward the endm, i was seeing something similar to chemical molecular structures  all of these were in constant motion and fluctuation",1-2 minutes,Frequently,Clear and moderately vivid,"Constant, morphing from one image to the next",All over the screen,false,"[""Nothing other than white noise""]",NA,NA,NA,NA,NA,"Somewhat unpleasant, but didn't mind going on","[""No change, fully alert in the here and now""]",na
