participant_id,firstRandomizedTrial,timestamp,saw_visuals,visual_experiences,visual_description,time_to_emerge_visual,frequency_visual,intensity_visual,duration_visual,location_visual,heard_sounds,auditory_experiences,auditory_description,frequency_auditory,intensity_auditory,duration_auditory,time_to_emerge_auditory,emotional_experience,consciousness_changes,consciousness_description
009,drawing,2025-04-14T19:03:42.000Z,true,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]",Grid like structures of squares. Other times I saw diagonal lines and they would move from left to right. Less frequently I saw circles pulsing (getting bigger and smaller). ,A few seconds,Frequently,"Clear, vivid, and/or bright",Persisting several seconds,In the center,false,"[""Nothing other than white noise""]",NA,NA,NA,NA,NA,"Somewhat enjoyable, but easy to stop","[""Lost a sense of time"",""Lost a sense of space""]",It felt like I was sucked in to the flickering screen
